path,label,hand_group,reason
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\2965.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\2980.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\30.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\300.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3300.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3305.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\345.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\350.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3610.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\370.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3770.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3885.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\3985.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\40.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\4160.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\4165.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\425.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\455.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\460.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\4615.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\4715.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\4900.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\495.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\505.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\55.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\590.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\865.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\905.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\A\965.png,A,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\10.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\100.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\105.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1055.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1135.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1170.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1240.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1310.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\135.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1410.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1425.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1455.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1460.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1495.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\150.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1510.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1535.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1550.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1560.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1580.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1590.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1595.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1625.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1640.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1660.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1675.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1730.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1790.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1800.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1805.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1840.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1850.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1865.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1910.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1940.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\195.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\1980.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2035.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2040.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2060.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2065.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2070.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2075.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2110.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2135.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2145.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\215.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2170.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2200.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2210.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2230.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2235.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2285.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2290.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2295.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\230.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2300.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2305.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2310.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2350.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2355.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2360.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2365.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2370.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2385.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2395.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2400.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2405.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2415.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2425.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2430.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2440.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2445.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2450.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2455.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2460.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2465.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2470.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2500.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2505.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2510.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2515.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2525.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2530.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2535.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2540.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2550.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2555.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2575.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2590.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2595.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\260.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2600.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2610.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2625.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2630.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2635.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2640.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2655.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2660.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2675.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2680.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2685.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2695.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2700.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2745.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2750.png,B,two_hand,no_hands
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2755.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2770.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2780.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2790.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
C:\Users\singh\Desktop\a2 i&v\edited code files\data\raw\BSL_Dataset\2_HAND_DATASET\B\2815.png,B,two_hand,"wrong_hand_count (detected 1, expected 2)"
